Date,Close
2015-12-15,6.15
2015-12-16,6.24
2015-12-17,6.3
2015-12-18,6.29
2015-12-21,6.37
2015-12-22,6.36
2015-12-23,6.28
2015-12-24,6.23
2015-12-25,6.26
2015-12-28,6.28
2015-12-29,6.2
2015-12-30,6.31
2015-12-31,6.19
2016-01-04,5.77
2016-01-05,5.72
2016-01-06,5.76
2016-01-07,5.27
2016-01-08,5.45
2016-01-11,5.04
2016-01-12,5.03
2016-01-13,4.99
2016-01-14,5.0
2016-01-15,4.72
2016-01-18,4.72
2016-01-19,4.87
2016-01-20,4.76
2016-01-21,4.61
2016-01-22,4.65
2016-01-25,4.62
2016-01-26,4.16
2016-01-27,4.08
2016-01-28,3.9
2016-01-29,4.05
2016-02-01,3.96
2016-02-02,4.07
2016-02-03,4.07
2016-02-04,4.13
2016-02-05,4.05
2016-02-15,4.01
2016-02-16,4.17
2016-02-17,4.25
2016-02-18,4.27
2016-02-19,4.27
2016-02-22,4.44
2016-02-23,4.34
2016-02-24,4.46
2016-02-25,4.08
2016-02-26,4.12
2016-02-29,4.02
2016-03-01,4.08
2016-03-02,4.25
2016-03-03,4.27
2016-03-04,4.37
2016-03-07,4.36
2016-03-08,4.35
2016-03-09,4.3
2016-03-10,4.22
2016-03-11,4.24
2016-03-14,4.29
2016-03-15,4.31
2016-03-16,4.37
2016-03-17,4.4
2016-03-18,4.39
2016-03-21,4.52
2016-03-22,4.48
2016-03-23,4.51
2016-03-24,4.4
2016-03-25,4.35
2016-03-28,4.33
2016-03-29,4.22
2016-03-30,4.34
2016-03-31,4.38
2016-04-01,4.55
2016-04-05,4.53
2016-04-06,4.48
2016-04-07,4.42
2016-04-08,4.34
2016-04-11,4.41
2016-04-12,4.38
2016-04-13,4.44
2016-04-14,4.47
2016-04-15,4.42
2016-04-18,4.35
2016-04-19,4.34
2016-04-20,4.19
2016-04-21,4.14
2016-04-22,4.13
2016-04-25,4.09
2016-04-26,4.09
2016-04-27,4.09
2016-04-28,4.07
2016-04-29,4.05
2016-05-03,4.11
2016-05-04,4.12
2016-05-05,4.12
2016-05-06,4.03
2016-05-09,3.92
2016-05-10,3.94
2016-05-11,3.95
2016-05-12,3.92
2016-05-13,3.91
2016-05-16,3.94
2016-05-17,3.92
2016-05-18,3.88
2016-05-19,3.87
2016-05-20,3.87
2016-05-23,3.9
2016-05-24,3.88
2016-05-25,3.87
2016-05-26,3.89
2016-05-27,3.88
2016-05-30,3.89
2016-05-31,4.0
2016-06-01,3.97
2016-06-02,3.96
2016-06-03,3.97
2016-06-06,3.96
2016-06-07,3.94
2016-06-08,3.93
2016-06-13,3.85
2016-06-14,3.85
2016-06-15,3.88
2016-06-16,3.84
2016-06-17,3.84
2016-06-20,3.84
2016-06-21,3.82
2016-06-22,3.84
2016-06-23,3.84
2016-06-24,3.83
2016-06-27,3.86
2016-06-28,3.85
2016-06-29,3.87
2016-06-30,3.81
2016-07-01,3.82
2016-07-04,3.87
2016-07-05,3.91
2016-07-06,3.91
2016-07-07,3.94
2016-07-08,3.91
2016-07-11,3.9
2016-07-12,4.06
2016-07-13,4.34
2016-07-14,4.27
2016-07-15,4.25
2016-07-18,4.29
2016-07-19,4.23
2016-07-20,4.21
2016-07-21,4.21
2016-07-22,4.19
2016-07-25,4.16
2016-07-26,4.29
2016-07-27,4.32
2016-07-28,4.4
2016-07-29,4.26
2016-08-01,4.19
2016-08-02,4.24
2016-08-03,4.26
2016-08-04,4.27
2016-08-05,4.24
2016-08-08,4.25
2016-08-09,4.26
2016-08-10,4.27
2016-08-11,4.22
2016-08-12,4.28
2016-08-15,4.42
2016-08-16,4.48
2016-08-17,4.43
2016-08-18,4.57
2016-08-19,4.56
2016-08-22,4.46
2016-08-23,4.43
2016-08-24,4.38
2016-08-25,4.33
2016-08-26,4.33
2016-08-29,4.26
2016-08-30,4.28
2016-08-31,4.28
2016-09-01,4.23
2016-09-02,4.23
2016-09-05,4.25
2016-09-06,4.28
2016-09-07,4.28
2016-09-08,4.27
2016-09-09,4.25
2016-09-12,4.15
2016-09-13,4.13
2016-09-14,4.09
2016-09-19,4.11
2016-09-20,4.09
2016-09-21,4.09
2016-09-22,4.1
2016-09-23,4.19
2016-09-26,4.11
2016-09-27,4.13
2016-09-28,4.18
2016-09-29,4.17
2016-09-30,4.16
2016-10-10,4.35
2016-10-11,4.8
2016-10-12,4.73
2016-10-13,4.72
2016-10-14,5.16
2016-10-17,5.06
2016-10-18,5.11
2016-10-19,5.3
2016-10-20,5.3
2016-10-21,5.35
2016-10-24,5.33
2016-10-25,5.28
2016-10-26,5.33
2016-10-27,5.19
2016-10-28,5.13
2016-10-31,5.14
2016-11-01,5.19
2016-11-02,5.09
2016-11-03,5.27
2016-11-04,5.4
2016-11-07,5.37
2016-11-08,5.31
2016-11-09,5.18
2016-11-10,5.22
2016-11-11,5.3
2016-11-14,5.55
2016-11-15,5.42
2016-11-16,5.71
2016-11-17,5.96
2016-11-18,5.93
2016-11-21,5.94
2016-11-22,5.99
2016-11-23,5.8
2016-11-24,5.82
2016-11-25,5.92
2016-11-28,6.05
2016-11-29,6.15
2016-11-30,6.69
2016-12-01,7.33
2016-12-02,6.84
2016-12-05,6.78
2016-12-06,6.64
2016-12-07,6.57
2016-12-08,7.02
2016-12-09,7.02
2016-12-12,6.8
2016-12-13,7.23
2016-12-14,6.84
2016-12-15,6.74
2016-12-16,6.8
2016-12-19,6.86
2016-12-20,7.1
2016-12-21,7.37
2016-12-22,7.69
2016-12-23,7.79
2016-12-26,7.82
2016-12-27,7.55
2016-12-28,7.69
2016-12-29,7.55
2016-12-30,7.3
2017-01-03,7.44
2017-01-04,7.44
2017-01-05,7.85
2017-01-06,7.68
2017-01-09,7.71
2017-01-10,7.55
2017-01-11,6.91
2017-01-12,6.68
2017-01-13,6.64
2017-01-16,6.59
2017-01-17,6.57
2017-01-18,6.62
2017-01-19,6.28
2017-01-20,6.32
2017-01-23,6.35
2017-01-24,6.33
2017-01-25,6.58
2017-01-26,6.54
2017-02-03,6.52
2017-02-06,6.52
2017-02-07,6.5
2017-02-08,6.79
2017-02-09,6.79
2017-02-10,6.78
2017-02-13,6.84
2017-02-14,6.82
2017-02-15,6.73
2017-02-16,6.73
2017-02-17,6.5
2017-02-20,6.54
2017-02-21,6.59
2017-02-22,6.59
2017-02-23,6.55
2017-02-24,7.08
2017-02-27,7.03
2017-02-28,7.03
2017-03-01,7.19
2017-03-02,7.12
2017-03-03,7.08
2017-03-06,7.21
2017-03-07,7.16
2017-03-08,7.7
2017-03-09,7.75
2017-03-10,7.78
2017-03-13,7.41
2017-03-14,7.38
2017-03-15,7.48
2017-03-16,7.69
2017-03-17,7.77
2017-03-20,7.77
2017-03-21,7.66
2017-03-22,7.66
2017-03-23,7.79
2017-03-24,7.66
2017-03-27,7.53
2017-03-28,7.44
2017-03-29,7.43
2017-03-30,7.34
2017-03-31,7.47
2017-08-21,8.22
2017-08-22,9.04
2017-08-23,8.96
2017-08-24,8.36
2017-08-25,8.38
2017-08-28,8.35
2017-08-29,8.34
2017-08-30,8.2
2017-08-31,8.04
2017-09-01,7.96
2017-09-04,8.05
2017-09-05,7.89
2017-09-06,7.88
2017-09-07,7.91
2017-09-08,7.74
2017-09-11,7.54
2017-09-12,7.58
2017-09-13,7.48
2017-09-14,7.48
2017-09-15,7.31
2017-09-18,7.32
2017-09-19,7.25
2017-09-20,7.21
2017-09-21,7.48
2017-09-22,7.41
2017-09-25,7.18
2017-09-26,7.32
2017-09-27,7.47
2017-09-28,7.44
2017-09-29,7.42
2017-10-09,7.29
2017-10-10,7.2
2017-10-11,7.15
2017-10-12,7.32
2017-10-13,7.25
2017-10-16,7.21
2017-10-17,7.21
2017-10-18,7.16
2017-10-19,6.92
2017-10-20,6.99
2017-10-23,7.12
2017-10-24,7.06
2017-10-25,7.08
2017-10-26,7.13
2017-10-27,7.35
2017-10-30,7.65
2017-10-31,7.64
2017-11-01,7.8
2017-11-02,7.65
2017-11-03,7.46
2017-11-06,7.57
2017-11-07,7.97
2017-11-08,7.86
2017-11-09,8.19
2017-11-10,8.25
2017-11-13,8.24
2017-11-14,7.85
2017-11-15,8.01
2017-11-16,7.95
2017-11-17,7.97
2017-11-20,8.11
2017-11-21,8.23
2017-11-22,8.18
2017-11-23,8.19
2017-11-24,7.78
2017-11-27,7.12
2017-11-28,7.17
2017-11-29,7.06
2017-11-30,6.96
2017-12-01,7.04
2017-12-04,7.12
2017-12-05,7.05
2017-12-06,7.01
2017-12-07,6.93
2017-12-08,6.98
2017-12-11,7.07
2017-12-12,6.95
2017-12-13,6.99
2017-12-14,6.96
2017-12-15,6.83
2017-12-18,6.71
2017-12-19,6.77
2017-12-20,6.59
2017-12-21,6.68
2017-12-22,6.63
2017-12-25,6.52
2017-12-26,6.61
2017-12-27,6.51
2017-12-28,6.41
2017-12-29,6.33
