Date,Close
2016-01-14,16.31
2016-01-15,15.55
2016-01-18,15.66
2016-01-19,16.12
2016-01-20,15.83
2016-01-21,15.16
2016-01-22,15.25
2016-01-25,15.36
2016-01-26,13.94
2016-01-27,13.93
2016-01-28,13.71
2016-01-29,14.51
2016-02-01,14.23
2016-02-02,14.59
2016-02-03,14.49
2016-02-04,14.63
2016-02-05,14.17
2016-02-15,13.98
2016-02-16,14.83
2016-02-17,14.99
2016-02-18,14.95
2016-02-19,15.1
2016-02-22,15.58
2016-02-23,15.25
2016-02-24,15.42
2016-02-25,14.17
2016-02-26,14.39
2016-02-29,14.27
2016-03-01,15.34
2016-03-02,16.13
2016-03-03,15.9
2016-03-04,15.99
2016-03-07,15.98
2016-03-08,16.16
2016-03-09,15.97
2016-03-10,15.52
2016-03-11,15.96
2016-03-14,16.18
2016-03-15,16.01
2016-03-16,16.1
2016-03-17,16.62
2016-03-18,16.96
2016-03-21,18.65
2016-03-22,17.99
2016-03-23,18.37
2016-03-24,17.43
2016-03-25,17.49
2016-03-28,17.08
2016-03-29,17.12
2016-03-30,17.7
2016-03-31,17.81
2016-04-01,17.7
2016-04-05,17.94
2016-04-06,17.8
2016-04-07,17.32
2016-04-08,16.94
2016-04-11,17.41
2016-04-12,17.34
2016-04-13,17.86
2016-04-14,18.0
2016-04-15,17.89
2016-04-18,17.36
2016-04-19,17.44
2016-04-20,17.21
2016-04-21,16.89
2016-04-22,17.03
2016-04-25,16.77
2016-04-26,16.88
2016-04-27,16.61
2016-04-28,16.51
2016-04-29,16.45
2016-05-03,16.81
2016-05-04,16.72
2016-05-05,16.74
2016-05-06,16.11
2016-05-09,15.65
2016-05-10,15.61
2016-05-11,15.57
2016-05-12,15.61
2016-05-13,15.4
2016-05-16,15.57
2016-05-17,15.57
2016-05-18,15.59
2016-05-19,15.54
2016-05-20,15.69
2016-05-23,15.74
2016-05-24,15.52
2016-05-25,15.54
2016-05-26,15.57
2016-05-27,15.52
2016-05-30,15.68
2016-05-31,16.8
2016-06-01,16.57
2016-06-02,16.6
2016-06-03,16.61
2016-06-06,16.46
2016-06-07,16.49
2016-06-08,16.4
2016-06-13,15.59
2016-06-14,15.7
2016-06-15,15.93
2016-06-16,15.63
2016-06-17,15.68
2016-06-20,15.67
2016-06-21,15.84
2016-06-22,16.06
2016-06-23,15.96
2016-06-24,15.7
2016-06-27,15.94
2016-06-28,16.19
2016-06-29,16.19
2016-06-30,16.25
2016-07-01,16.13
2016-07-04,16.59
2016-07-05,16.58
2016-07-06,16.56
2016-07-07,16.6
2016-07-08,16.59
2016-07-11,16.54
2016-07-12,16.94
2016-07-13,16.93
2016-07-14,16.97
2016-07-15,16.82
2016-07-18,16.52
2016-07-19,16.6
2016-07-20,16.56
2016-07-21,16.7
2016-07-22,16.62
2016-07-25,16.58
2016-07-26,16.83
2016-07-27,16.63
2016-07-28,16.32
2016-07-29,16.23
2016-08-01,16.15
2016-08-02,16.2
2016-08-03,16.14
2016-08-04,16.21
2016-08-05,16.23
2016-08-08,16.34
2016-08-09,16.42
2016-08-10,16.34
2016-08-11,16.53
2016-08-12,17.15
2016-08-15,17.99
2016-08-16,17.66
2016-08-17,17.62
2016-08-18,17.47
2016-08-19,16.95
2016-08-22,16.78
2016-08-23,16.82
2016-08-24,16.71
2016-08-25,16.79
2016-08-26,16.73
2016-08-29,16.72
2016-08-30,16.82
2016-08-31,16.91
2016-09-01,16.66
2016-09-02,16.8
2016-09-05,16.81
2016-09-06,16.85
2016-09-07,16.79
2016-09-08,16.73
2016-09-09,16.72
2016-09-12,16.44
2016-09-13,16.33
2016-09-14,16.19
2016-09-19,16.23
2016-09-20,16.19
2016-09-21,16.23
2016-09-22,16.29
2016-09-23,16.16
2016-09-26,15.92
2016-09-27,16.13
2016-09-28,16.06
2016-09-29,16.16
2016-09-30,16.12
2016-10-10,16.41
2016-10-11,16.51
2016-10-12,16.43
2016-10-13,16.4
2016-10-14,16.45
2016-10-17,16.23
2016-10-18,16.63
2016-10-19,16.52
2016-10-20,16.49
2016-10-21,16.63
2016-10-24,16.96
2016-10-25,16.86
2016-10-26,16.81
2016-10-27,16.76
2016-10-28,16.83
2016-10-31,16.62
2016-11-01,16.81
2016-11-02,16.63
2016-11-03,16.86
2016-11-04,16.83
2016-11-07,16.94
2016-11-08,16.94
2016-11-09,16.67
2016-11-10,17.01
2016-11-11,17.55
2016-11-14,17.66
2016-11-15,17.46
2016-11-16,17.46
2016-11-17,17.46
2016-11-18,17.21
2016-11-21,17.39
2016-11-22,17.66
2016-11-23,17.47
2016-11-24,17.6
2016-11-25,17.68
2016-11-28,17.6
2016-11-29,17.97
2016-11-30,17.75
2016-12-01,17.83
2016-12-02,17.35
2016-12-05,16.84
2016-12-06,16.78
2016-12-07,16.9
2016-12-08,16.7
2016-12-09,16.79
2016-12-12,16.45
2016-12-13,16.39
2016-12-14,16.24
2016-12-15,16.11
2016-12-16,16.1
2016-12-19,16.09
2016-12-20,16.06
2016-12-21,16.17
2016-12-22,16.16
2016-12-23,15.98
2016-12-26,16.1
2016-12-27,16.04
2016-12-28,16.01
2016-12-29,15.91
2016-12-30,16.05
2017-01-03,16.19
2017-01-04,16.22
2017-01-05,16.14
2017-01-06,16.01
2017-01-09,16.08
2017-01-10,16.1
2017-01-11,16.11
2017-01-12,16.15
2017-01-13,16.21
2017-01-16,16.36
2017-01-17,16.26
2017-01-18,16.26
2017-01-19,16.27
2017-01-20,16.42
2017-01-23,16.44
2017-01-24,16.38
2017-01-25,16.39
2017-01-26,16.47
2017-02-03,16.37
2017-02-06,16.34
2017-02-07,16.3
2017-02-08,16.52
2017-02-09,16.51
2017-02-10,16.67
2017-02-13,16.69
2017-02-14,16.64
2017-02-15,16.56
2017-02-16,16.72
2017-02-17,16.67
2017-02-20,16.88
2017-02-21,16.91
2017-02-22,16.8
2017-02-23,16.66
2017-02-24,16.71
2017-02-27,16.54
2017-02-28,16.55
2017-03-01,16.54
2017-03-02,16.46
2017-03-03,16.37
2017-03-06,16.43
2017-03-07,16.45
2017-03-08,16.37
2017-03-09,16.33
2017-03-10,16.24
2017-03-13,16.34
2017-03-14,16.37
2017-03-15,16.3
2017-03-16,16.58
2017-03-17,16.31
2017-03-20,16.3
2017-03-21,16.22
2017-03-22,16.07
2017-03-23,16.15
2017-03-24,16.29
2017-03-27,16.26
2017-03-28,16.19
2017-03-29,16.14
2017-03-30,16.07
2017-03-31,16.11
2017-04-05,16.29
2017-04-06,16.24
2017-04-07,16.28
2017-04-10,16.24
2017-04-11,16.27
2017-04-12,16.37
2017-04-13,16.29
2017-04-14,16.18
2017-04-17,16.18
2017-04-18,16.03
2017-04-19,16.05
2017-04-20,16.1
2017-04-21,16.25
2017-04-24,16.3
2017-04-25,16.12
2017-04-26,16.2
2017-04-27,16.23
2017-04-28,16.23
2017-05-02,16.11
2017-05-03,16.05
2017-05-04,16.06
2017-05-05,15.78
2017-05-08,15.66
2017-05-09,15.6
2017-05-10,15.48
2017-05-11,15.52
2017-05-12,15.65
2017-05-15,15.81
2017-05-16,15.84
2017-05-17,15.84
2017-05-18,15.68
2017-05-19,15.71
2017-05-22,15.55
2017-05-23,15.73
2017-05-24,15.79
2017-05-25,16.41
2017-05-26,16.39
2017-05-31,16.44
2017-06-01,16.37
2017-06-02,16.38
2017-06-05,16.21
2017-06-06,16.25
2017-06-07,16.37
2017-06-08,16.44
2017-06-09,16.57
2017-06-12,16.43
2017-06-13,16.42
2017-06-14,16.35
2017-06-15,16.46
2017-06-16,16.31
2017-06-19,16.71
2017-06-20,16.68
2017-06-21,16.77
2017-06-22,16.9
2017-06-23,16.94
2017-06-26,17.26
2017-06-27,17.11
2017-06-28,17.09
2017-06-29,17.09
2017-06-30,17.02
2017-07-03,16.91
2017-07-04,16.73
2017-07-05,16.87
2017-07-06,16.73
2017-07-07,16.95
2017-07-10,17.01
2017-07-11,17.16
2017-07-12,17.23
2017-07-13,17.49
2017-07-14,17.38
2017-07-17,17.0
2017-07-18,16.82
2017-07-19,17.78
2017-07-20,17.61
2017-07-21,17.52
2017-07-24,17.51
2017-07-25,17.42
2017-07-26,17.51
2017-07-27,17.43
2017-07-28,17.28
2017-07-31,17.35
2017-08-01,17.56
2017-08-02,17.65
2017-08-03,17.5
2017-08-04,17.56
2017-08-07,17.31
2017-08-08,17.34
2017-08-09,17.13
2017-08-10,17.22
2017-08-11,16.87
2017-08-14,17.05
2017-08-15,17.02
2017-08-16,17.08
2017-08-17,17.16
2017-08-18,16.7
2017-08-21,16.81
2017-08-22,16.77
2017-08-23,16.91
2017-08-24,16.65
2017-08-25,17.14
2017-08-28,18.2
2017-08-29,18.0
2017-08-30,18.02
2017-08-31,18.23
2017-09-01,18.3
2017-09-04,18.18
2017-09-05,18.19
2017-09-06,18.11
2017-09-07,17.95
2017-09-08,17.77
2017-09-11,17.78
2017-09-12,17.91
2017-09-13,17.89
2017-09-14,17.97
2017-09-15,18.03
2017-09-18,18.38
2017-09-19,18.16
2017-09-20,18.12
2017-09-21,18.11
2017-09-22,18.14
2017-09-25,18.08
2017-09-26,18.0
2017-09-27,18.03
2017-09-28,18.03
2017-09-29,18.19
2017-10-09,18.11
2017-10-10,18.23
2017-10-11,18.05
2017-10-12,18.0
2017-10-13,18.0
2017-10-16,17.97
2017-10-17,17.9
2017-10-18,18.05
2017-10-19,17.79
2017-10-20,17.78
2017-10-23,17.58
2017-10-24,17.79
2017-10-25,17.85
2017-10-26,17.92
2017-10-27,17.86
2017-10-30,17.47
2017-10-31,17.32
2017-11-01,17.22
2017-11-02,17.23
2017-11-03,17.27
2017-11-06,17.13
2017-11-07,17.52
2017-11-08,18.11
2017-11-09,18.28
2017-11-10,18.39
2017-11-13,18.24
2017-11-14,18.14
2017-11-15,18.08
2017-11-16,17.82
2017-11-17,18.3
2017-11-20,17.73
2017-11-21,19.22
2017-11-22,19.68
2017-11-23,19.15
2017-11-24,19.01
2017-11-27,19.02
2017-11-28,18.86
2017-11-29,19.17
2017-11-30,19.19
2017-12-01,18.94
2017-12-04,18.94
2017-12-05,19.27
2017-12-06,19.26
2017-12-07,18.61
2017-12-08,18.51
2017-12-11,18.76
2017-12-12,18.29
2017-12-13,18.42
2017-12-14,18.14
2017-12-15,17.95
2017-12-18,18.03
2017-12-19,18.27
2017-12-20,17.87
2017-12-21,18.19
2017-12-22,18.19
2017-12-25,18.06
2017-12-26,18.41
2017-12-27,18.1
